,Unnamed: 0,Pmid,Sentences,COMPOUND,PHENOTYPE,Has Match,Cause Match,Effect Match,Verb Match,Ontology ID,Ontology term,CID,compound_name,compound_name_final,lemma_verb
462,5705,27640062, The trials that reported hypoglycaemic episodes in the other combinations found comparable numbers of mild to moderate hypoglycaemic events (low-quality evidence).The addition of sulphonylureas resulted in an additional weight gain of 0.4 kg to 1.9 kg versus -0.8 kg to 2.1 kg in the IM group (220 participants; 7 trials; low-quality evidence).,['sulphonylureas'],"['numbers of mild to moderate hypoglycaemic events', 'weight gain']",True,sulphonylureas,weight gain,resulted,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",sulphonylureas,result
463,5726,34952136,  Rifampin and ritonavir increase oral availability and elacridar enhances overall  exposure and brain accumulation of the NTRK inhibitor larotrectinib.,"['ritonavir', 'elacridar']",['brain accumulation of the NTRK inhibitor larotrectinib'],True,ritonavir,brain accumulation of the NTRK inhibitor larotrectinib,increase,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",ritonavir,increase
464,5726,34952136,  Rifampin and ritonavir increase oral availability and elacridar enhances overall  exposure and brain accumulation of the NTRK inhibitor larotrectinib.,"['ritonavir', 'elacridar']",['brain accumulation of the NTRK inhibitor larotrectinib'],True,elacridar,brain accumulation of the NTRK inhibitor larotrectinib,increase,C0043094,Weight gain,119373,Elacridar,Elacridar,increase
465,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,elacridar,increase in the AUC0-t,inhibited,C0043094,Weight gain,119373,Elacridar,Elacridar,inhibit
466,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,verapamil,increase in the AUC0-t,inhibited,C0043094,Weight gain,2520,VERAPAMIL,VERAPAMIL,inhibit
467,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,diltiazem,increase in the AUC0-t,inhibited,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",diltiazem,inhibit
468,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,tacrolimus,increase in the AUC0-t,inhibited,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",tacrolimus,inhibit
469,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,elacridar,increase in the AUC0-t,inhibited,C0043094,Weight gain,119373,Elacridar,Elacridar,inhibit
470,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,fexofenadine,increase in the AUC0-t,inhibited,C0043094,Weight gain,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",fexofenadine,inhibit
471,5745,32078103,"Therefore, elacridar inhibited P-gp  without affecting CYP3A. The absorption of oral verapamil, diltiazem and tacrolimus was not influenced by elacridar pre-treatment, and the increase in the AUC0-t of fexofenadine was approximately 3-fold when co-administered with each substrate; the minimal effect of elacridar was attributable to the limited contribution of P-gp but not to their self-inhibition against the transporter.","['elacridar', 'verapamil', 'diltiazem', 'tacrolimus', 'elacridar', 'fexofenadine', 'elacridar']",['increase in the AUC0-t'],True,elacridar,increase in the AUC0-t,inhibited,C0043094,Weight gain,119373,Elacridar,Elacridar,inhibit
472,5787,29674491,Inhibition of Bcrp and Pgp in WT mice using the dual  Pgp/Bcrp inhibitor elacridar increased the ketamine-induced dLORR compared with vehicle-treated mice.,['elacridar'],['Inhibition of Bcrp and Pgp'],True,elacridar,Inhibition of Bcrp and Pgp,increased,C0424296,Disinhibition,119373,Elacridar,Elacridar,increase
473,5800,29175983,"In WT mice, the addition  of elacridar (at systemic plasma concentrations of ≥200 ng/mL) resulted in an increased brain concentration of erlotinib, without affecting erlotinib plasma concentration.","['elacridar', 'erlotinib', 'erlotinib']",['increased brain concentration'],True,elacridar,increased brain concentration,resulted,C5139336,Increased HDL2b concentration,119373,Elacridar,Elacridar,result
474,5800,29175983,"In WT mice, the addition  of elacridar (at systemic plasma concentrations of ≥200 ng/mL) resulted in an increased brain concentration of erlotinib, without affecting erlotinib plasma concentration.","['elacridar', 'erlotinib', 'erlotinib']",['increased brain concentration'],True,erlotinib,increased brain concentration,resulted,C5139336,Increased HDL2b concentration,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",erlotinib,result
475,5800,29175983,"In WT mice, the addition  of elacridar (at systemic plasma concentrations of ≥200 ng/mL) resulted in an increased brain concentration of erlotinib, without affecting erlotinib plasma concentration.","['elacridar', 'erlotinib', 'erlotinib']",['increased brain concentration'],True,erlotinib,increased brain concentration,resulted,C5139336,Increased HDL2b concentration,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",erlotinib,result
476,5835,26883271,"Pharmacokinetic analysis demonstrates that dasatinib delivery into the normal brain, but not into the tumor core, is significantly increased in ABC KO mice compared with ABC WT mice.",['dasatinib'],['tumor'],True,dasatinib,tumor,increased,C0027651,Neoplasm,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",dasatinib,increase
477,5872,33045228,"Higher baseline paraben and phthalate exposures were associated with reduced weight loss, suggesting obesogenic properties.","['paraben', 'phthalate']",['reduced weight loss'],True,paraben,reduced weight loss,associated,C1262477,Weight loss,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",paraben,associate
478,5872,33045228,"Higher baseline paraben and phthalate exposures were associated with reduced weight loss, suggesting obesogenic properties.","['paraben', 'phthalate']",['reduced weight loss'],True,phthalate,reduced weight loss,associated,C1262477,Weight loss,181977,phthalate,phthalate,associate
479,5873,33014082,"Being female, non-Hispanic White, and non-Hispanic Black were associated with decreasing triglyceride levels in the presence of methylparaben, ethylparaben, and propylparaben, and age, BMI, and being male were associated with increasing circulating triglycerides.","['methylparaben', 'ethylparaben', 'propylparaben']","['decreasing triglyceride levels in the presence', 'increasing circulating triglycerides']",True,methylparaben,increasing circulating triglycerides,associated,C0813230,Increased plasma Tg levels,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",methylparaben,associate
480,5873,33014082,"Being female, non-Hispanic White, and non-Hispanic Black were associated with decreasing triglyceride levels in the presence of methylparaben, ethylparaben, and propylparaben, and age, BMI, and being male were associated with increasing circulating triglycerides.","['methylparaben', 'ethylparaben', 'propylparaben']","['decreasing triglyceride levels in the presence', 'increasing circulating triglycerides']",True,ethylparaben,increasing circulating triglycerides,associated,C0813230,Increased plasma Tg levels,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",ethylparaben,associate
481,5873,33014082,"Being female, non-Hispanic White, and non-Hispanic Black were associated with decreasing triglyceride levels in the presence of methylparaben, ethylparaben, and propylparaben, and age, BMI, and being male were associated with increasing circulating triglycerides.","['methylparaben', 'ethylparaben', 'propylparaben']","['decreasing triglyceride levels in the presence', 'increasing circulating triglycerides']",True,propylparaben,increasing circulating triglycerides,associated,C0813230,Increased plasma Tg levels,7175,propyl 4-hydroxybenzoate,propyl 4-hydroxybenzoate,associate
482,5874,33014082," Conclusion: Despite the potential detrimental effects of parabens on triglycerides, our results suggest that urinary excretions of methylparaben, ethylparaben, and propylparaben are associated with lower concentrations of circulating triglycerides in certain populations.","['methylparaben', 'ethylparaben', 'propylparaben']","['triglycerides', 'urinary excretions', 'triglycerides']",True,methylparaben,urinary excretions,associated,C0392178,Lipiduria,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",methylparaben,associate
483,5874,33014082," Conclusion: Despite the potential detrimental effects of parabens on triglycerides, our results suggest that urinary excretions of methylparaben, ethylparaben, and propylparaben are associated with lower concentrations of circulating triglycerides in certain populations.","['methylparaben', 'ethylparaben', 'propylparaben']","['triglycerides', 'urinary excretions', 'triglycerides']",True,methylparaben,triglycerides,associated,C0813230,Increased plasma Tg levels,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",methylparaben,associate
484,5874,33014082," Conclusion: Despite the potential detrimental effects of parabens on triglycerides, our results suggest that urinary excretions of methylparaben, ethylparaben, and propylparaben are associated with lower concentrations of circulating triglycerides in certain populations.","['methylparaben', 'ethylparaben', 'propylparaben']","['triglycerides', 'urinary excretions', 'triglycerides']",True,ethylparaben,urinary excretions,associated,C0392178,Lipiduria,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",ethylparaben,associate
485,5874,33014082," Conclusion: Despite the potential detrimental effects of parabens on triglycerides, our results suggest that urinary excretions of methylparaben, ethylparaben, and propylparaben are associated with lower concentrations of circulating triglycerides in certain populations.","['methylparaben', 'ethylparaben', 'propylparaben']","['triglycerides', 'urinary excretions', 'triglycerides']",True,ethylparaben,triglycerides,associated,C0813230,Increased plasma Tg levels,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",ethylparaben,associate
486,5874,33014082," Conclusion: Despite the potential detrimental effects of parabens on triglycerides, our results suggest that urinary excretions of methylparaben, ethylparaben, and propylparaben are associated with lower concentrations of circulating triglycerides in certain populations.","['methylparaben', 'ethylparaben', 'propylparaben']","['triglycerides', 'urinary excretions', 'triglycerides']",True,propylparaben,urinary excretions,associated,C0392178,Lipiduria,7175,propyl 4-hydroxybenzoate,propyl 4-hydroxybenzoate,associate
487,5874,33014082," Conclusion: Despite the potential detrimental effects of parabens on triglycerides, our results suggest that urinary excretions of methylparaben, ethylparaben, and propylparaben are associated with lower concentrations of circulating triglycerides in certain populations.","['methylparaben', 'ethylparaben', 'propylparaben']","['triglycerides', 'urinary excretions', 'triglycerides']",True,propylparaben,triglycerides,associated,C0813230,Increased plasma Tg levels,7175,propyl 4-hydroxybenzoate,propyl 4-hydroxybenzoate,associate
488,5888,32585503,"2,4-dichlorophenol concentrations was associated  with lower BMD and a higher prevalence of osteopenia + osteoporosis in men.","['2,4-dichlorophenol']","['osteopenia', 'osteoporosis']",True,"2,4-dichlorophenol",osteopenia,associated,C0029453,Osteopenia,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate","2,4-dichlorophenol",associate
489,5888,32585503,"2,4-dichlorophenol concentrations was associated  with lower BMD and a higher prevalence of osteopenia + osteoporosis in men.","['2,4-dichlorophenol']","['osteopenia', 'osteoporosis']",True,"2,4-dichlorophenol",osteoporosis,associated,C0029456,Osteoporosis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate","2,4-dichlorophenol",associate
