Article.ID;User.ID;User.Name;KE..Up.;Novel.KE.Up.;KE.up..biomarker;Novel.other.biomarker.KE.up.;KE.Down.;Novel.KE.Down.;KE.down..biomarker;Novel.other.biomarker.KE.down.;Stressor.BA.BP.;chemical;Species.BA.BP.;Test.system.BA.BP.;Dose.concordance..EP.;Time.concordance..EP.;Correlation.KEs..BP.ES.;Evidence.level..EP.ES.BP.BA.;assay.method..EP.ES.BA.
14967468;6930;milos.mihajlovic;bile acid synthesis changes;nan;CYP7A1;CYP2B10;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;Triptolide; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;  translational study
14967468;6930;milos.mihajlovic;bile acid synthesis changes;nan;CYP8B1;CYP2B10;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;Triptolide; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;  translational study
14967468;6930;milos.mihajlovic;bile acid synthesis changes;nan;CYP27A1;CYP2B10;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;Triptolide; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;  translational study
14967468;6930;milos.mihajlovic;bile acid metabolism changes;nan;CYP2B6;CYP2B10;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;Triptolide; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;  translational study
14967740;6930;milos.mihajlovic;bile acid metabolism changes;nan;SULT2A1;nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NO CORRELATION; translational;  translational study
14967740;6930;milos.mihajlovic;bile acid synthesis changes;nan;CYP7A1;nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NO CORRELATION; translational;  translational study
14967431;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;OATP1B1(SLCO1B1);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;ABCG5;nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan; MRP2(ABCC2);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;OATP1B1(SLCO1B1);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan;ABCG5;nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano;transporter changes;nan; MRP2(ABCC2);nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; translational"; inhibitor/inducer study
14967431;6912;julen.sanz.serrano; intracellular bile acid accumulation;nan;total liver bile acids;nan;nuclear receptor changes;nan;FXR(NR1H4) ;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical; functional;transcriptional"; inhibitor/inducer study
14967758;6912;julen.sanz.serrano;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;epistane;human; in vitro;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967758;6912;julen.sanz.serrano;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;bile acid synthesis changes;nan;CYP8B1;nan;pharmaceutical;epistane;human; in vitro;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967758;6912;julen.sanz.serrano;transporter changes;nan;OSTa/b;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;epistane;human; in vitro;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967758;6912;julen.sanz.serrano;transporter changes;nan;OSTa/b;nan;bile acid synthesis changes;nan;CYP8B1;nan;pharmaceutical;epistane;human; in vitro;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967758;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;epistane;human; in vitro;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967758;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan;bile acid synthesis changes;nan;CYP8B1;nan;pharmaceutical;epistane;human; in vitro;True;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967427;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan; bile acids ;nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967427;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan; bile acids ;nan;pharmaceutical;Dipyridamole;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967427;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan; bile acids ;nan;pharmaceutical;Bosentan;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7B1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP27A1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP8B1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid synthesis changes;nan;CYP7A1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid synthesis changes;nan;CYP7B1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid synthesis changes;nan;CYP27A1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid synthesis changes;nan;CYP8B1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid synthesis changes;nan;CYP7A1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid synthesis changes;nan;CYP7B1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid synthesis changes;nan;CYP27A1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid synthesis changes;nan;CYP8B1;nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical"; other
14967880;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;nan; other;DY268;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional";" other;transcriptional study; inhibitor/inducer study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP8B1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;SULT2A1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid metabolism changes;nan;CYP3A5;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid metabolism changes;nan;CYP2B6;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid metabolism changes;nan;BAL;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid metabolism changes;nan;BAAT;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid metabolism changes;nan;CYP3A5;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid metabolism changes;nan;CYP2B6;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid metabolism changes;nan;BAL;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid metabolism changes;nan;BAAT;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid synthesis changes;nan;CYP7B1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid metabolism changes;nan;SULT2A1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid synthesis changes;nan;CYP7B1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid metabolism changes;nan;SULT2A1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;CYP3A5;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;CYP2B6;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;BAL;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;BAAT;Cyp3a2, Cyp2b10, Bal, Baat;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967646;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967646;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP8B1;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967646;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;SULT2A1;nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967646;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;UGT1A1;Ugt1a1;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967589;6911;axelle.cooreman;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP8B1;UGTA1;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967589;6911;axelle.cooreman;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid metabolism changes;nan;UGT1A1;UGTA1;ANIT;a_naphthylisothiocyanate; mouse; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967478;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967478;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP27A1;histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967478;6306;mathieu.vinken;nuclear receptor changes;nan;SHP ;nan;bile acid synthesis changes;nan;CYP7A1;histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967478;6306;mathieu.vinken;nuclear receptor changes;nan;SHP ;nan;bile acid synthesis changes;nan;CYP27A1;histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967727;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;cholic acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional; inhibitor/inducer study
14967727;6128;jian.jiang;nuclear receptor changes;nan;SHP ;11;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;cholic acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional; inhibitor/inducer study
14967707;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;Pyrazinamide; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";transcriptional study
14967707;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;nan;bile acid synthesis changes;nan;CYP7A1;nan;pharmaceutical;Pyrazinamide; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";transcriptional study
